Date,Open,High,Low,Close,Adj Close,Volume
2022-07-11,0.067268,0.067268,0.061535,0.061847,0.061847,326125900
2022-07-12,0.061851,0.062861,0.060087,0.060087,0.060087,298462083
2022-07-13,0.060085,0.062011,0.058398,0.061953,0.061953,446505400
2022-07-14,0.061933,0.062632,0.059741,0.062394,0.062394,348090510
2022-07-15,0.062400,0.064259,0.061747,0.063042,0.063042,374357844
2022-07-16,0.063037,0.064725,0.061870,0.064280,0.064280,279644299
2022-07-17,0.064288,0.065394,0.063101,0.063107,0.063107,249697026
2022-07-18,0.063114,0.068674,0.063114,0.067715,0.067715,564795959
2022-07-19,0.067690,0.069900,0.065752,0.069013,0.069013,552211168
2022-07-20,0.069015,0.076574,0.067928,0.070120,0.070120,1019375521
2022-07-21,0.070124,0.070732,0.067237,0.069960,0.069960,492434239
2022-07-22,0.069970,0.071270,0.067003,0.067563,0.067563,479456105
2022-07-23,0.067531,0.069332,0.066277,0.068124,0.068124,427922351
2022-07-24,0.068116,0.068854,0.067589,0.067724,0.067724,369141492
2022-07-25,0.067716,0.067880,0.062306,0.062306,0.062306,448572441
2022-07-26,0.062319,0.062512,0.060425,0.062512,0.062512,416488015
2022-07-27,0.062514,0.067021,0.061886,0.067021,0.067021,499204589
2022-07-28,0.067031,0.070577,0.065591,0.069108,0.069108,650983024
2022-07-29,0.069104,0.072004,0.067549,0.068909,0.068909,696887711
2022-07-30,0.068905,0.073910,0.068186,0.069644,0.069644,760571682
2022-07-31,0.069642,0.072028,0.068054,0.068272,0.068272,521194035
2022-08-01,0.068266,0.070721,0.067187,0.068725,0.068725,444088167
2022-08-02,0.068708,0.068896,0.065809,0.066694,0.066694,336642237
2022-08-03,0.066692,0.068320,0.065516,0.066195,0.066195,286819387
2022-08-04,0.066197,0.067502,0.066007,0.067357,0.067357,256457805
2022-08-05,0.067333,0.070117,0.067256,0.069765,0.069765,336216727
2022-08-06,0.069766,0.070999,0.068586,0.068674,0.068674,277979112
2022-08-07,0.068669,0.069899,0.067747,0.068940,0.068940,204862521
2022-08-08,0.068946,0.072058,0.068923,0.070055,0.070055,399183407
2022-08-09,0.070061,0.073886,0.068462,0.069125,0.069125,611327142
2022-08-10,0.069119,0.071309,0.067389,0.071195,0.071195,431172729
2022-08-11,0.071205,0.074646,0.070727,0.070930,0.070930,563908591
2022-08-12,0.070931,0.072480,0.070027,0.072345,0.072345,320410367
2022-08-13,0.072344,0.074860,0.071951,0.072840,0.072840,446287445
2022-08-14,0.072856,0.084013,0.072754,0.081687,0.081687,1530403447
2022-08-15,0.081698,0.081820,0.075151,0.076720,0.076720,855017472
2022-08-16,0.076695,0.088639,0.076394,0.086964,0.086964,1947377918
2022-08-17,0.086933,0.088113,0.079927,0.080154,0.080154,996272861
2022-08-18,0.080174,0.082087,0.074989,0.075079,0.075079,621394159
2022-08-19,0.075045,0.075183,0.067536,0.067939,0.067939,965543533
2022-08-20,0.067897,0.070961,0.067897,0.069540,0.069540,537299425
2022-08-21,0.069529,0.070646,0.067847,0.069448,0.069448,421455865
2022-08-22,0.069441,0.069489,0.065606,0.068391,0.068391,453413439
2022-08-23,0.068395,0.069169,0.067213,0.068770,0.068770,335476543
2022-08-24,0.068771,0.069415,0.067298,0.067990,0.067990,345474347
2022-08-25,0.067991,0.071579,0.067957,0.069094,0.069094,469798193
2022-08-26,0.069082,0.069296,0.063254,0.063572,0.063572,620512451
2022-08-27,0.063571,0.064065,0.062607,0.063587,0.063587,380887727
2022-08-28,0.063558,0.064268,0.061786,0.061786,0.061786,295086067
2022-08-29,0.061753,0.063982,0.061246,0.063887,0.063887,315005254
2022-08-30,0.063899,0.064408,0.060550,0.061525,0.061525,328934727
